Insert Times,Search Times,Insert Collisions, Search Collisions
9.095e-08,2.388e-08,30,2
1.0791e-07,2.271e-08,33,2
9.145e-08,1.858e-08,29,0
1.0938e-07,2.896e-08,32,6
9.51e-08,2.696e-08,31,4
1.0356e-07,2.045e-08,36,1
1.1779e-07,1.873e-08,34,0
9.222e-08,2.235e-08,34,2
9.677e-08,2.403e-08,29,3
1.1764e-07,2.34e-08,37,3
8.694e-08,1.847e-08,29,0
1.0583e-07,2.064e-08,25,1
9.182e-08,2.4e-08,28,3
8.985e-08,3.22e-08,30,5
1.1549e-07,2.012e-08,37,1
9.141e-08,1.951e-08,31,1
1.1101e-07,1.886e-08,33,0
9.462e-08,1.98e-08,30,1
9.33e-08,2.225e-08,23,3
9.844e-08,2.182e-08,27,2
8.965e-08,1.871e-08,30,0
1.1567e-07,2.088e-08,34,1
9.583e-08,2.224e-08,36,2
9.566e-08,2.154e-08,33,2
1.4409e-07,2.027e-08,36,1
9.729e-08,1.925e-08,35,0
1.1733e-07,2.298e-08,39,3
1.0829e-07,2.156e-08,38,1
1.0001e-07,2.078e-08,31,1
1.1071e-07,2.019e-08,30,1
9.645e-08,2.082e-08,34,1
1.0029e-07,1.943e-08,27,1
1.0635e-07,1.883e-08,28,0
9.974e-08,2.377e-08,32,1
1.1217e-07,2.405e-08,29,3
9.427e-08,2.226e-08,37,3
9.845e-08,2.232e-08,34,2
1.0849e-07,2.591e-08,28,5
1.1141e-07,2.034e-08,40,1
1.1309e-07,2.002e-08,46,1
1.0151e-07,2.088e-08,30,1
9.896e-08,2.212e-08,34,2
1.2181e-07,2.182e-08,46,2
9.745e-08,1.952e-08,34,0
1.054e-07,2.291e-08,36,1
1.0206e-07,2.095e-08,35,2
9.839e-08,2.331e-08,41,2
1.1073e-07,2.189e-08,34,2
9.111e-08,2.022e-08,30,1
1.016e-07,2.202e-08,35,3
1.1165e-07,2.127e-08,29,2
9.757e-08,2.261e-08,31,2
1.1929e-07,2.677e-08,39,4
1.0439e-07,2.581e-08,38,3
1.029e-07,2.173e-08,42,3
1.143e-07,2.394e-08,34,3
9.677e-08,2.11e-08,32,1
1.3065e-07,2.772e-08,36,3
1.0962e-07,2.181e-08,40,2
1.1714e-07,2.468e-08,38,4
1.2012e-07,2.405e-08,43,2
1.1472e-07,2.337e-08,51,3
1.2266e-07,2.981e-08,41,4
1.0374e-07,2.767e-08,36,4
1.0927e-07,2.054e-08,39,1
1.2326e-07,2.284e-08,44,2
1.0544e-07,2.485e-08,37,3
1.107e-07,2.432e-08,45,3
1.0693e-07,1.95e-08,36,1
1.1251e-07,2.118e-08,40,1
1.2839e-07,2.344e-08,41,2
1.0427e-07,2.579e-08,41,4
9.859e-08,2.448e-08,38,4
1.3204e-07,2.655e-08,43,3
1.1024e-07,1.946e-08,46,1
1.2218e-07,1.92e-08,38,0
1.0761e-07,2.194e-08,41,2
1.0613e-07,1.969e-08,40,1
1.1223e-07,2.686e-08,36,5
1.0302e-07,2.465e-08,42,3
1.2378e-07,2.055e-08,41,1
1.128e-07,2.088e-08,44,1
1.0686e-07,2.032e-08,40,1
1.2264e-07,2.057e-08,42,1
1.0965e-07,2.328e-08,38,3
1.2737e-07,2.032e-08,41,1
1.0055e-07,2.75e-08,36,4
1.1669e-07,2.258e-08,46,3
1.1357e-07,1.912e-08,32,0
1.1132e-07,2.214e-08,42,1
1.1436e-07,2.776e-08,47,3
1.0693e-07,2.009e-08,42,1
1.2314e-07,2.46e-08,49,4
1.2463e-07,3.674e-08,43,8
1.184e-07,2.904e-08,51,5
1.1163e-07,2.038e-08,41,1
1.2979e-07,2.807e-08,49,3
1.036e-07,2.338e-08,36,1
1.338e-07,2.633e-08,44,2
9.977e-08,3.305e-08,38,6
1.096e-07,2.578e-08,38,3
1.1884e-07,2.366e-08,35,2
1.1462e-07,2.396e-08,53,2
1.3481e-07,2.198e-08,49,2
1.1533e-07,2.758e-08,49,5
1.0446e-07,2.681e-08,42,3
1.4208e-07,2.967e-08,51,5
1.1395e-07,2.765e-08,46,3
1.1876e-07,2.081e-08,45,1
1.1942e-07,2.758e-08,45,4
1.1618e-07,2.313e-08,44,2
1.3574e-07,2.75e-08,43,5
1.1301e-07,3.13e-08,37,5
1.1711e-07,2.625e-08,43,4
1.2848e-07,3.438e-08,49,6
1.0878e-07,2.431e-08,40,3
1.358e-07,2.2e-08,39,2
1.122e-07,2.401e-08,39,4
1.1108e-07,3.701e-08,42,7
1.2868e-07,2.438e-08,44,3
1.0252e-07,2.848e-08,32,5
1.289e-07,2.34e-08,44,2
1.1961e-07,2.637e-08,53,3
1.3103e-07,2.453e-08,54,2
1.301e-07,2.477e-08,46,1
1.1278e-07,2.578e-08,39,4
1.384e-07,2.491e-08,43,4
1.1247e-07,2.611e-08,42,3
1.141e-07,2.858e-08,50,4
1.3249e-07,2.094e-08,42,1
1.1321e-07,2.221e-08,44,1
1.3544e-07,2.333e-08,44,3
1.1782e-07,2.497e-08,46,3
1.162e-07,3.044e-08,48,5
1.4366e-07,2.484e-08,56,2
1.1737e-07,2.374e-08,41,3
1.2298e-07,2.817e-08,47,4
1.2846e-07,3.351e-08,40,6
1.3695e-07,3.756e-08,54,9
1.4908e-07,2.318e-08,44,2
1.2457e-07,2.927e-08,45,6
1.2704e-07,2.151e-08,51,1
1.3737e-07,2.677e-08,56,3
1.2189e-07,2.423e-08,57,3
1.3537e-07,2.301e-08,53,2
1.236e-07,2.266e-08,46,2
1.1891e-07,3.579e-08,49,8
1.3382e-07,2.821e-08,46,5
1.2202e-07,2.676e-08,38,3
1.2887e-07,2.391e-08,46,3
1.1593e-07,2.809e-08,56,6
1.2497e-07,3.738e-08,49,7
1.3276e-07,3.5e-08,46,7
1.1747e-07,2.746e-08,43,3
1.4088e-07,1.97e-08,54,0
1.2073e-07,2.992e-08,52,4
1.2777e-07,2.341e-08,48,3
