Insert Times,Search Times
4.57205e-05,2.31762e-05
4.70067e-05,2.30847e-05
5.28504e-05,2.12198e-05
4.91165e-05,2.20421e-05
4.94291e-05,2.21988e-05
5.22959e-05,2.21243e-05
4.86479e-05,2.12269e-05
5.26335e-05,3.18215e-05
5.87229e-05,2.33234e-05
4.92983e-05,2.51364e-05
4.97777e-05,2.42509e-05
5.00804e-05,2.07523e-05
5.0785e-05,2.39474e-05
5.05854e-05,2.35654e-05
5.05578e-05,2.2379e-05
5.08547e-05,2.69056e-05
5.10825e-05,2.50635e-05
5.11977e-05,2.60163e-05
5.1389e-05,2.38825e-05
5.21499e-05,2.67762e-05
5.23307e-05,2.43586e-05
5.26345e-05,2.38268e-05
5.26635e-05,2.6274e-05
5.35686e-05,2.43721e-05
5.35616e-05,2.66278e-05
5.38051e-05,2.38429e-05
5.36827e-05,2.49789e-05
5.48212e-05,2.72896e-05
5.46108e-05,2.51373e-05
5.4734e-05,2.39556e-05
5.48106e-05,2.82369e-05
5.50521e-05,2.83185e-05
5.53802e-05,2.44745e-05
5.61781e-05,2.86947e-05
5.60272e-05,2.68176e-05
6.53592e-05,3.59311e-05
5.77822e-05,2.86925e-05
6.61117e-05,2.73373e-05
5.8582e-05,2.65983e-05
5.86386e-05,3.07451e-05
5.79159e-05,2.75981e-05
6.1018e-05,2.79378e-05
5.79945e-05,2.74558e-05
5.87099e-05,2.79125e-05
5.89119e-05,2.6765e-05
5.89593e-05,2.9442e-05
5.99457e-05,2.8142e-05
5.97044e-05,2.75977e-05
5.97334e-05,2.89615e-05
6.28766e-05,2.61792e-05
6.04996e-05,2.94082e-05
6.00695e-05,3.02102e-05
6.07092e-05,3.12994e-05
6.05536e-05,2.61199e-05
6.15942e-05,3.15332e-05
6.16733e-05,2.9464e-05
6.15786e-05,3.1555e-05
6.19155e-05,3.19186e-05
6.24912e-05,2.93264e-05
6.28422e-05,2.95908e-05
6.2376e-05,3.10338e-05
6.36057e-05,2.99255e-05
6.29564e-05,2.81288e-05
6.3764e-05,3.16307e-05
6.40624e-05,3.21149e-05
6.4095e-05,2.96424e-05
6.43732e-05,3.18911e-05
6.44365e-05,3.21362e-05
6.47653e-05,3.03486e-05
6.49918e-05,2.99202e-05
6.53436e-05,3.08579e-05
6.54692e-05,3.25697e-05
6.69357e-05,3.12988e-05
6.69223e-05,3.25374e-05
6.67451e-05,3.24705e-05
6.81282e-05,3.25977e-05
6.77041e-05,4.01507e-05
6.77566e-05,2.92955e-05
8.77403e-05,4.22026e-05
0.00010022,5.60343e-05
9.8668e-05,4.63605e-05
0.00010644,6.09787e-05
0.00011784,6.24367e-05
0.000121986,4.88325e-05
0.000101568,5.69783e-05
9.32555e-05,5.0253e-05
9.95937e-05,4.3454e-05
9.84317e-05,4.1752e-05
0.000105735,4.25199e-05
0.000106938,4.51209e-05
9.71181e-05,4.35758e-05
8.63854e-05,5.02003e-05
8.39327e-05,4.07704e-05
9.00486e-05,3.82293e-05
9.65271e-05,3.74409e-05
8.93765e-05,4.52648e-05
8.20077e-05,4.18653e-05
8.34907e-05,3.75798e-05
9.26315e-05,3.21906e-05
8.85926e-05,4.47898e-05
8.19838e-05,4.52765e-05
8.65198e-05,4.33972e-05
9.50403e-05,3.9325e-05
9.88516e-05,4.07895e-05
9.33832e-05,4.40176e-05
8.30543e-05,4.32099e-05
8.62416e-05,4.10129e-05
8.31561e-05,5.00074e-05
9.24219e-05,4.69253e-05
9.66643e-05,4.31233e-05
8.99837e-05,4.9814e-05
8.77908e-05,4.5893e-05
9.40597e-05,4.12114e-05
0.000102773,3.48476e-05
0.000101481,4.01442e-05
9.95237e-05,4.57611e-05
9.30657e-05,5.14785e-05
9.24686e-05,5.21098e-05
9.10721e-05,3.94757e-05
9.59365e-05,4.65323e-05
0.00011365,4.16364e-05
0.000103341,4.15616e-05
0.000102661,4.62112e-05
0.000103095,4.79548e-05
9.11565e-05,5.6036e-05
9.20144e-05,4.70164e-05
9.30709e-05,4.13974e-05
0.000120431,6.23481e-05
9.72999e-05,4.37037e-05
9.81539e-05,4.13332e-05
0.000104501,4.67502e-05
0.000107454,4.2473e-05
0.000106064,4.61688e-05
0.000105806,5.08429e-05
9.76255e-05,4.23242e-05
9.31438e-05,4.26418e-05
8.57529e-05,3.70291e-05
8.31043e-05,3.49389e-05
8.30946e-05,3.70361e-05
8.34562e-05,3.63309e-05
8.92252e-05,3.78891e-05
8.71009e-05,4.36757e-05
0.000107186,4.07768e-05
8.52692e-05,4.02821e-05
9.28557e-05,4.89749e-05
0.000105773,4.63464e-05
9.88847e-05,4.704e-05
0.000108137,4.62059e-05
9.84343e-05,4.54003e-05
0.000114234,5.74631e-05
0.000102595,5.04851e-05
0.000112051,6.84897e-05
0.000122687,5.3829e-05
0.000119255,4.87012e-05
0.000126894,5.634e-05
0.000129135,4.6869e-05
0.000133125,5.61586e-05
0.0001347,5.37592e-05
0.000131105,5.02302e-05
0.000124079,5.31171e-05
0.00011825,4.96777e-05
0.000121308,5.04873e-05
0.000120568,4.76295e-05
0.000117428,5.22291e-05
0.000121305,6.59549e-05
0.000119725,6.14339e-05
0.00011977,5.23045e-05
0.000117462,5.78897e-05
0.00011904,5.02978e-05
0.000129961,5.19444e-05
0.000111455,5.71086e-05
0.000135388,4.79128e-05
0.000108903,5.13131e-05
0.000138556,4.69911e-05
0.000117487,6.11907e-05
0.000126142,5.21083e-05
0.000111584,6.67704e-05
0.000124505,4.56796e-05
0.000110917,5.99029e-05
0.000129631,5.38384e-05
0.000123116,6.51927e-05
0.00011814,5.36042e-05
0.000129887,6.65962e-05
0.000113063,5.48283e-05
0.000136235,4.9155e-05
0.000118859,6.31021e-05
0.00012464,4.99709e-05
0.00012296,5.86486e-05
0.000127433,4.62063e-05
0.000115576,6.38604e-05
0.000126187,5.14652e-05
0.00012953,5.60967e-05
0.000109779,4.7365e-05
0.000119556,4.78e-05
0.000121969,4.89591e-05
0.00013687,6.76737e-05
0.000115676,4.76376e-05
0.000113022,5.15314e-05
9.94969e-05,4.61603e-05
9.97428e-05,4.97811e-05
9.98994e-05,4.60107e-05
0.000100197,4.68709e-05
0.000100505,4.4813e-05
0.000100787,5.31798e-05
0.000101019,4.32232e-05
0.000101283,4.40276e-05
0.000101538,4.92763e-05
0.000101845,4.43489e-05
0.000102086,5.13086e-05
0.000101753,4.80023e-05
0.000102012,5.18297e-05
0.00010617,5.06103e-05
0.000113604,5.41154e-05
0.000106283,4.60373e-05
0.000103233,4.79988e-05
0.000103522,5.23035e-05
0.000103746,4.50791e-05
0.000104016,4.95045e-05
0.000104344,4.57937e-05
0.000103166,4.50248e-05
0.000102982,4.18543e-05
0.000103167,4.97815e-05
