Insert Times,Search Times
1.39121e-05,5.8201e-07
2.34019e-06,4.852e-07
1.96981e-06,4.1697e-07
1.88094e-06,4.1665e-07
2.51825e-06,4.6957e-07
1.44339e-05,1.75854e-06
3.39827e-06,4.0972e-07
2.09495e-06,3.7566e-07
1.03084e-05,3.3125e-07
1.85707e-06,3.0481e-07
1.83727e-06,2.9949e-07
1.82003e-06,3.1457e-07
1.95356e-05,3.142e-07
1.9052e-06,3.1949e-07
1.69952e-06,2.9723e-07
1.6975e-06,2.8099e-07
1.75564e-06,2.6326e-07
1.53535e-05,3.0419e-07
1.80471e-06,2.6249e-07
1.69152e-06,2.7602e-07
1.71911e-06,2.518e-07
1.71094e-06,2.594e-07
1.79342e-05,4.2819e-07
1.81292e-05,6.2124e-07
6.73634e-06,1.30622e-06
7.98984e-06,5.6782e-07
2.02003e-06,4.4066e-07
2.1232e-06,6.8295e-07
2.00667e-06,4.8287e-07
2.0581e-06,4.5643e-07
1.49201e-05,5.7028e-07
2.09755e-06,4.7118e-07
1.98363e-06,4.7185e-07
2.05941e-06,5.0863e-07
1.63276e-05,5.7217e-07
2.04638e-06,4.26e-07
1.88642e-06,3.6862e-07
1.90961e-06,3.6153e-07
